term,caseId,AFortas,AJGoldberg,AMKennedy,AScalia,BRWhite,CEWhittaker,CThomas,DHSouter,EWarren,FFrankfurter,HABlackmun,HHBurton,HLBlack,JHarlan2,JPStevens,LFPowell,PStewart,RBGinsburg,RHJackson,SDOConnor,SFReed,SGBreyer,SMinton,TCClark,TMarshall,WEBurger,WHRehnquist,WJBrennan,WODouglas
1953,1953-004,,,,,,,,,False,False,,False,False,,,,,,True,,False,,False,False,,,,,True
1953,1953-005,,,,,,,,,True,True,,True,True,,,,,,True,,False,,False,True,,,,,True
1953,1953-007,,,,,,,,,False,False,,True,False,,,,,,False,,True,,False,False,,,,,False
1953,1953-011,,,,,,,,,False,True,,False,False,,,,,,True,,False,,True,False,,,,,False
1953,1953-012,,,,,,,,,True,True,,False,True,,,,,,False,,True,,False,True,,,,,True
1953,1953-013,,,,,,,,,,True,,True,True,,,,,,True,,False,,True,True,,,,,False
1953,1953-014,,,,,,,,,False,False,,True,False,,,,,,True,,True,,False,False,,,,,False
1953,1953-015,,,,,,,,,True,False,,True,True,,,,,,True,,True,,False,True,,,,,True
1953,1953-016,,,,,,,,,True,False,,True,False,,,,,,False,,True,,False,True,,,,,False
1953,1953-017,,,,,,,,,True,False,,True,False,,,,,,True,,True,,True,True,,,,,False
1953,1953-018,,,,,,,,,False,False,,False,False,,,,,,False,,False,,False,False,,,,,True
1953,1953-020,,,,,,,,,True,False,,False,False,,,,,,True,,False,,True,True,,,,,False
1953,1953-022,,,,,,,,,False,False,,False,True,,,,,,False,,False,,False,False,,,,,
1953,1953-023,,,,,,,,,False,False,,False,False,,,,,,False,,,,False,False,,,,,True
1953,1953-024,,,,,,,,,False,True,,False,False,,,,,,True,,False,,False,False,,,,,False
1953,1953-025,,,,,,,,,False,False,,False,False,,,,,,False,,True,,False,False,,,,,False
1953,1953-026,,,,,,,,,False,True,,False,True,,,,,,False,,False,,False,False,,,,,False
1953,1953-029,,,,,,,,,True,True,,True,False,,,,,,False,,True,,True,True,,,,,False
1953,1953-033,,,,,,,,,False,False,,False,True,,,,,,False,,False,,False,False,,,,,False
1953,1953-034,,,,,,,,,False,False,,False,True,,,,,,False,,,,True,False,,,,,True
1953,1953-035,,,,,,,,,False,False,,False,True,,,,,,False,,False,,False,False,,,,,True
1953,1953-036,,,,,,,,,False,False,,False,True,,,,,,False,,False,,False,False,,,,,True
1953,1953-040,,,,,,,,,True,False,,False,True,,,,,,,,False,,False,,,,,,False
1953,1953-041,,,,,,,,,False,True,,True,False,,,,,,True,,True,,True,True,,,,,False
1953,1953-042,,,,,,,,,False,True,,True,True,,,,,,False,,False,,False,False,,,,,True
1953,1953-046,,,,,,,,,True,True,,True,True,,,,,,True,,True,,False,True,,,,,False
1953,1953-047,,,,,,,,,True,True,,True,True,,,,,,True,,True,,False,True,,,,,False
1953,1953-048,,,,,,,,,False,False,,False,True,,,,,,False,,False,,False,False,,,,,True
1953,1953-049,,,,,,,,,True,True,,True,False,,,,,,True,,True,,True,True,,,,,False
1953,1953-052,,,,,,,,,False,False,,False,True,,,,,,,,,,True,False,,,,,True
1953,1953-053,,,,,,,,,True,True,,False,True,,,,,,False,,False,,False,True,,,,,True
1953,1953-056,,,,,,,,,True,True,,False,,,,,,,True,,True,,False,,,,,,False
1953,1953-057,,,,,,,,,False,False,,False,True,,,,,,False,,False,,True,False,,,,,True
1953,1953-058,,,,,,,,,False,True,,True,False,,,,,,True,,True,,True,False,,,,,False
1953,1953-059,,,,,,,,,False,True,,True,False,,,,,,True,,True,,True,False,,,,,False
1953,1953-060,,,,,,,,,True,True,,True,True,,,,,,True,,False,,True,True,,,,,True
1953,1953-061,,,,,,,,,True,True,,True,False,,,,,,False,,True,,False,True,,,,,False
1953,1953-062,,,,,,,,,True,True,,False,True,,,,,,True,,False,,True,,,,,,True
1953,1953-063,,,,,,,,,False,True,,True,False,,,,,,True,,False,,False,False,,,,,False
1953,1953-064,,,,,,,,,,False,,True,True,,,,,,False,,True,,True,True,,,,,False
1953,1953-065,,,,,,,,,False,True,,True,False,,,,,,True,,True,,False,True,,,,,False
1953,1953-067,,,,,,,,,False,True,,False,True,,,,,,False,,False,,False,False,,,,,True
1953,1953-071,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,False
1953,1953-075,,,,,,,,,False,False,,False,True,,,,,,False,,False,,False,False,,,,,True
1953,1953-077,,,,,,,,,True,True,,False,True,,,,,,,,False,,False,True,,,,,True
1953,1953-078,,,,,,,,,False,True,,False,False,,,,,,True,,False,,False,False,,,,,False
1953,1953-079,,,,,,,,,True,True,,True,False,,,,,,,,True,,True,True,,,,,
1953,1953-080,,,,,,,,,True,True,,True,False,,,,,,False,,True,,True,,,,,,False
1953,1953-081,,,,,,,,,False,False,,True,False,,,,,,False,,True,,True,False,,,,,False
1953,1953-082,,,,,,,,,False,True,,True,False,,,,,,,,True,,True,True,,,,,False
1953,1953-083,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,True
1953,1953-084,,,,,,,,,False,False,,True,False,,,,,,,,False,,False,True,,,,,True
1954,1954-003,,,,,,,,,True,True,,False,True,,,,,,,,False,,False,True,,,,,True
1954,1954-004,,,,,,,,,True,False,,True,True,,,,,,,,False,,True,True,,,,,True
1954,1954-006,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-010,,,,,,,,,False,False,,False,False,,,,,,,,False,,False,False,,,,,True
1954,1954-013,,,,,,,,,False,False,,False,True,,,,,,,,True,,True,False,,,,,False
1954,1954-018,,,,,,,,,True,True,,True,True,,,,,,,,True,,True,True,,,,,False
1954,1954-020,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-021,,,,,,,,,True,True,,True,True,,,,,,,,False,,True,True,,,,,False
1954,1954-027,,,,,,,,,True,False,,True,True,,,,,,,,True,,False,True,,,,,True
1954,1954-028,,,,,,,,,True,True,,True,True,,,,,,,,False,,True,True,,,,,False
1954,1954-029,,,,,,,,,True,True,,False,False,,,,,,,,False,,False,False,,,,,True
1954,1954-031,,,,,,,,,True,True,,False,True,,,,,,,,False,,True,True,,,,,True
1954,1954-033,,,,,,,,,True,False,,False,True,,,,,,,,True,,True,True,,,,,True
1954,1954-034,,,,,,,,,True,True,,True,True,,,,,,,,True,,True,True,,,,,False
1954,1954-035,,,,,,,,,True,True,,False,True,,,,,,,,False,,True,False,,,,,
1954,1954-037,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-038,,,,,,,,,True,True,,True,True,,,,,,,,False,,False,True,,,,,True
1954,1954-039,,,,,,,,,True,True,,True,True,,,,,,,,False,,False,True,,,,,True
1954,1954-040,,,,,,,,,True,True,,False,True,,,,,,,,False,,False,True,,,,,True
1954,1954-041,,,,,,,,,False,True,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-042,,,,,,,,,True,True,,True,True,,,,,,,,True,,True,True,,,,,False
1954,1954-044,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-049,,,,,,,,,True,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-055,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-062,,,,,,,,,True,True,,True,True,,,,,,,,False,,True,True,,,,,True
1954,1954-065,,,,,,,,,False,False,,False,True,,,,,,,,True,,False,True,,,,,False
1954,1954-066,,,,,,,,,True,False,,False,False,,,,,,,,False,,False,True,,,,,True
1954,1954-067,,,,,,,,,True,True,,True,True,,,,,,,,True,,True,True,,,,,False
1954,1954-069,,,,,,,,,False,False,,True,False,False,,,,,,,True,,True,False,,,,,False
1954,1954-070,,,,,,,,,False,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-071,,,,,,,,,True,False,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-072,,,,,,,,,False,True,,True,True,True,,,,,,,False,,False,True,,,,,True
1954,1954-073,,,,,,,,,True,False,,False,True,,,,,,,,False,,True,True,,,,,True
1954,1954-074,,,,,,,,,True,True,,False,True,,,,,,,,False,,True,True,,,,,True
1954,1954-075,,,,,,,,,True,True,,False,True,,,,,,,,False,,True,True,,,,,True
1954,1954-076,,,,,,,,,True,True,,False,True,True,,,,,,,False,,False,True,,,,,True
1954,1954-078,,,,,,,,,True,True,,True,True,True,,,,,,,False,,True,True,,,,,True
1954,1954-079,,,,,,,,,True,True,,True,True,False,,,,,,,False,,False,True,,,,,True
1954,1954-080,,,,,,,,,True,True,,True,True,False,,,,,,,False,,False,True,,,,,True
1954,1954-083,,,,,,,,,True,False,,False,True,False,,,,,,,True,,True,True,,,,,True
1954,1954-084,,,,,,,,,True,False,,True,False,,,,,,,,True,,True,True,,,,,True
1954,1954-086,,,,,,,,,False,True,,False,True,,,,,,,,False,,False,False,,,,,True
1954,1954-088,,,,,,,,,True,True,,False,True,True,,,,,,,False,,True,True,,,,,True
1954,1954-089,,,,,,,,,True,True,,True,,True,,,,,,,True,,True,True,,,,,False
1954,1954-090,,,,,,,,,True,True,,True,True,,,,,,,,False,,False,True,,,,,False
1954,1954-091,,,,,,,,,True,True,,True,True,True,,,,,,,False,,False,False,,,,,True
1954,1954-092,,,,,,,,,True,False,,False,True,False,,,,,,,True,,True,True,,,,,True
1954,1954-093,,,,,,,,,True,False,,True,True,,,,,,,,True,,False,True,,,,,True
1954,1954-094,,,,,,,,,True,True,,True,True,,,,,,,,True,,True,True,,,,,False
1954,1954-095,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,True,,,,,True
1955,1955-004,,,,,,,,,True,True,,False,True,True,,,,,,,False,,False,True,,,,,True
1955,1955-006,,,,,,,,,False,False,,True,False,False,,,,,,,False,,False,False,,,,,True
1955,1955-007,,,,,,,,,True,True,,False,True,True,,,,,,,False,,False,False,,,,,True
1955,1955-011,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-013,,,,,,,,,,True,,True,False,True,,,,,,,False,,False,False,,,,,False
1955,1955-015,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,True,,,,,True
1955,1955-018,,,,,,,,,True,True,,False,True,True,,,,,,,False,,False,True,,,,,True
1955,1955-020,,,,,,,,,True,False,,False,True,False,,,,,,,True,,True,True,,,,,True
1955,1955-021,,,,,,,,,True,True,,False,True,False,,,,,,,False,,False,True,,,,,True
1955,1955-022,,,,,,,,,True,False,,False,True,False,,,,,,,True,,False,True,,,,,True
1955,1955-026,,,,,,,,,False,True,,False,False,True,,,,,,,False,,True,False,,,,,False
1955,1955-028,,,,,,,,,True,True,,True,True,,,,,,,,True,,True,True,,,,,False
1955,1955-029,,,,,,,,,True,False,,False,True,,,,,,,,False,,True,True,,,,,True
1955,1955-038,,,,,,,,,False,True,,False,False,True,,,,,,,False,,False,False,,,,,False
1955,1955-040,,,,,,,,,False,True,,True,False,True,,,,,,,True,,True,True,,,,,False
1955,1955-041,,,,,,,,,False,False,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-043,,,,,,,,,False,True,,True,False,,,,,,,,False,,False,False,,,,,False
1955,1955-046,,,,,,,,,True,False,,True,True,True,,,,,,,True,,True,True,,,,,True
1955,1955-049,,,,,,,,,False,False,,True,False,False,,,,,,,True,,True,False,,,,,False
1955,1955-051,,,,,,,,,True,False,,False,True,True,,,,,,,False,,False,True,,,,,True
1955,1955-054,,,,,,,,,False,True,,False,False,,,,,,,,False,,False,False,,,,,True
1955,1955-055,,,,,,,,,True,True,,False,True,False,,,,,,,False,,False,True,,,,,True
1955,1955-058,,,,,,,,,,False,,False,False,False,,,,,,,True,,False,False,,,,,True
1955,1955-059,,,,,,,,,True,True,,False,True,True,,,,,,,False,,True,,,,,,True
1955,1955-065,,,,,,,,,False,False,,False,False,,,,,,,,True,,False,False,,,,,False
1955,1955-066,,,,,,,,,True,True,,False,True,False,,,,,,,False,,False,True,,,,,True
1955,1955-067,,,,,,,,,True,True,,True,True,False,,,,,,,True,,True,True,,,,,True
1955,1955-068,,,,,,,,,False,True,,True,False,True,,,,,,,False,,True,False,,,,,False
1955,1955-070,,,,,,,,,True,False,,True,True,,,,,,,,True,,True,True,,,,,True
1955,1955-071,,,,,,,,,True,True,,True,True,True,,,,,,,False,,True,True,,,,,False
1955,1955-072,,,,,,,,,False,False,,False,False,,,,,,,,True,,True,True,,,,,False
1955,1955-074,,,,,,,,,True,True,,True,True,True,,,,,,,False,,False,False,,,,,True
1955,1955-075,,,,,,,,,False,False,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-076,,,,,,,,,True,False,,True,True,True,,,,,,,True,,True,True,,,,,True
1955,1955-077,,,,,,,,,True,False,,True,True,False,,,,,,,True,,True,False,,,,,True
1955,1955-078,,,,,,,,,False,False,,False,False,True,,,,,,,False,,False,False,,,,,True
1955,1955-081,,,,,,,,,True,False,,True,True,False,,,,,,,True,,True,True,,,,,True
1955,1955-082,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-084,,,,,,,,,True,True,,False,True,False,,,,,,,True,,True,True,,,,,True
1955,1955-085,,,,,,,,,False,False,,True,False,True,,,,,,,True,,False,False,,,,,True
1955,1955-086,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-087,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,True,,,,,True
1955,1955-088,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-089,,,,,,,,,True,False,,False,True,False,,,,,,,True,,True,True,,,,,True
1955,1955-091,,,,,,,,,True,True,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-092,,,,,,,,,True,False,,False,True,,,,,,,,False,,False,,,,,,True
1955,1955-094,,,,,,,,,False,True,,False,False,True,,,,,,,False,,False,False,,,,,False
1955,1955-095,,,,,,,,,False,True,,False,False,True,,,,,,,False,,False,False,,,,,True
1955,1955-096,,,,,,,,,True,True,,False,True,False,,,,,,,False,,False,False,,,,,True
1955,1955-097,,,,,,,,,False,False,,True,False,True,,,,,,,True,,True,True,,,,,False
1955,1955-098,,,,,,,,,False,True,,False,False,False,,,,,,,True,,False,False,,,,,False
1955,1955-099,,,,,,,,,True,False,,False,True,False,,,,,,,False,,True,True,,,,,True
1955,1955-100,,,,,,,,,True,False,,False,True,False,,,,,,,False,,False,True,,,,,True
1955,1955-102,,,,,,,,,True,True,,True,True,True,,,,,,,False,,False,False,,,,,True
1955,1955-104,,,,,,,,,False,True,,False,True,False,,,,,,,False,,False,False,,,,,True
1956,1956-001,,,,,,,,,True,False,,False,True,False,,,,,,,True,,,True,,,,,True
1956,1956-002,,,,,,,,,True,False,,False,True,False,,,,,,,True,,True,True,,,,,True
1956,1956-003,,,,,,,,,True,False,,False,True,True,,,,,,,False,,False,True,,,,,True
1956,1956-004,,,,,,,,,True,True,,True,False,True,,,,,,,True,,,True,,,,True,False
1956,1956-006,,,,,,,,,True,False,,False,False,True,,,,,,,True,,,True,,,,,True
1956,1956-008,,,,,,,,,True,True,,True,True,True,,,,,,,,,,True,,,,,False
1956,1956-009,,,,,,,,,True,True,,True,True,True,,,,,,,,,,True,,,,,False
1956,1956-010,,,,,,,,,False,False,,False,False,True,,,,,,,False,,,False,,,,False,False
1956,1956-011,,,,,,,,,False,False,,False,False,True,,,,,,,False,,,False,,,,False,False
1956,1956-012,,,,,,,,,True,False,,False,True,True,,,,,,,True,,,True,,,,,True
1956,1956-013,,,,,,,,,True,False,,True,True,True,,,,,,,False,,,False,,,,False,True
1956,1956-016,,,,,,,,,True,False,,False,True,False,,,,,,,False,,,False,,,,,False
1956,1956-019,,,,,,,,,True,True,,False,True,False,,,,,,,False,,,True,,,,True,True
1956,1956-020,,,,,,,,,False,True,,True,False,True,,,,,,,False,,,False,,,,False,False
1956,1956-022,,,,,,,,,False,False,,False,False,False,,,,,,,False,,,False,,,,False,True
1956,1956-023,,,,,,,,,False,True,,False,True,False,,,,,,,False,,,False,,,,True,True
1956,1956-024,,,,,,,,,False,True,,True,False,True,,,,,,,False,,,False,,,,True,False
1956,1956-025,,,,,,,,,False,True,,False,True,False,,,,,,,False,,,False,,,,False,True
1956,1956-027,,,,,,,,,True,False,,True,True,False,,,,,,,True,,,True,,,,,True
1956,1956-030,,,,,,,,,True,True,,True,True,True,,,,,,,False,,,False,,,,True,True
1956,1956-031,,,,,,,,,True,True,,False,True,True,,,,,,,False,,,False,,,,True,True
1956,1956-033,,,,,,,,,True,True,,False,,True,,,,,,,True,,,True,,,,True,True
1956,1956-034,,,,,,,,,True,False,,False,True,False,,,,,,,False,,,False,,,,True,True
1956,1956-035,,,,,,,,,True,False,,False,True,False,,,,,,,False,,,False,,,,True,True
1956,1956-036,,,,,,,,,True,False,,False,True,False,,,,,,,True,,,True,,,,True,True
1956,1956-038,,,,,,,,,True,False,,False,True,False,,,,,,,False,,,False,,,,True,True
1956,1956-039,,,,,,,,,True,False,,True,False,True,,,,,,,True,,,True,,,,True,False
1956,1956-041,,,,,,,,,True,False,,False,True,False,,,,,,,False,,,False,,,,False,True
1956,1956-042,,,,,,,,,True,False,,True,True,False,,,,,,,True,,,True,,,,False,True
1956,1956-043,,,,,,,,,False,True,,True,False,True,,,,,,,True,,,,,,,True,False
1956,1956-045,,,,,,,,,True,False,,True,True,False,,,,,,,False,,,True,,,,True,True
1956,1956-046,,,,,,,,,True,False,,True,True,False,,,,,,,False,,,True,,,,True,True
1956,1956-047,,,,,,,,,False,True,,False,False,False,,,,,,,False,,,False,,,,False,False
1956,1956-048,,,,,,,,,True,False,,True,,False,,,,,,,False,,,True,,,,True,True
1956,1956-050,,,,,,,,,False,True,,True,False,True,,,,,,,,,,True,,,,True,False
1956,1956-052,,,,,,,,,True,True,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-055,,,,,,,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1956,1956-056,,,,,,,,,True,False,,True,True,True,,,,,,,,,,True,,,,True,False
1956,1956-057,,,,,,,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1956,1956-058,,,,,,,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1956,1956-059,,,,,,,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1956,1956-061,,,,,,,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-062,,,,,,,,,True,True,,True,,True,,,,,,,,,,False,,,,True,True
1956,1956-063,,,,,,,,,False,False,,False,True,False,,,,,,,,,,False,,,,False,True
1956,1956-064,,,,,,,,,True,True,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-067,,,,,,,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-068,,,,,,,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1956,1956-069,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-070,,,,,,False,,,True,False,,True,True,False,,,,,,,,,,True,,,,True,True
1956,1956-071,,,,,,,,,False,True,,True,False,True,,,,,,,,,,True,,,,True,False
1956,1956-072,,,,,,,,,False,False,,True,False,True,,,,,,,,,,True,,,,False,False
1956,1956-073,,,,,,,,,False,False,,True,False,False,,,,,,,,,,True,,,,False,False
1956,1956-075,,,,,,True,,,True,True,,True,True,False,,,,,,,,,,True,,,,True,True
1956,1956-078,,,,,,,,,True,False,,True,True,False,,,,,,,,,,False,,,,True,True
1956,1956-079,,,,,,True,,,True,False,,False,True,False,,,,,,,,,,True,,,,False,True
1956,1956-081,,,,,,True,,,False,True,,True,False,True,,,,,,,,,,False,,,,False,False
1956,1956-082,,,,,,,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1956,1956-083,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-086,,,,,,False,,,False,False,,False,True,False,,,,,,,,,,False,,,,False,True
1956,1956-087,,,,,,,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1956,1956-089,,,,,,False,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1956,1956-090,,,,,,False,,,True,True,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-091,,,,,,True,,,True,False,,True,,True,,,,,,,,,,True,,,,True,True
1956,1956-092,,,,,,False,,,False,True,,False,,False,,,,,,,,,,False,,,,False,False
1956,1956-093,,,,,,False,,,False,True,,False,,False,,,,,,,,,,False,,,,False,False
1956,1956-095,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1956,1956-096,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1956,1956-097,,,,,,,,,True,False,,False,True,,,,,,,,,,,,,,,True,True
1956,1956-098,,,,,,,,,True,True,,True,True,True,,,,,,,,,,False,,,,True,True
1956,1956-099,,,,,,True,,,True,True,,True,False,True,,,,,,,,,,True,,,,True,False
1956,1956-100,,,,,,True,,,True,True,,True,False,True,,,,,,,,,,True,,,,True,False
1956,1956-101,,,,,,,,,False,False,,True,False,False,,,,,,,,,,True,,,,False,False
1956,1956-102,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1956,1956-105,,,,,,False,,,False,True,,False,False,True,,,,,,,,,,False,,,,True,False
1956,1956-106,,,,,,,,,False,True,,True,False,True,,,,,,,,,,False,,,,False,False
1956,1956-107,,,,,,True,,,,True,,False,True,True,,,,,,,,,,False,,,,True,False
1956,1956-108,,,,,,,,,True,True,,,True,True,,,,,,,,,,False,,,,True,True
1956,1956-109,,,,,,,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1956,1956-110,,,,,,True,,,True,True,,True,True,True,,,,,,,,,,True,,,,True,False
1956,1956-112,,,,,,,,,True,False,,False,True,False,,,,,,,,,,False,,,,False,True
1956,1956-113,,,,,,,,,True,True,,True,True,True,,,,,,,,,,False,,,,,True
1956,1956-120,,,,,,,,,False,False,,True,False,False,,,,,,,,,,False,,,,False,False
1956,1956-122,,,,,,True,,,True,True,,True,False,True,,,,,,,,,,True,,,,True,True
1956,1956-123,,,,,,True,,,True,True,,True,False,True,,,,,,,,,,True,,,,False,False
1956,1956-125,,,,,,False,,,,True,,False,False,True,,,,,,,,,,False,,,,False,False
1956,1956-126,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1956,1956-128,,,,,,False,,,False,True,,False,True,True,,,,,,,,,,False,,,,False,False
1956,1956-129,,,,,,False,,,False,False,,False,True,True,,,,,,,,,,False,,,,False,True
1957,1957-012,,,,,,True,,,True,False,,True,True,True,,,,,,,,,,True,,,,True,True
1957,1957-014,,,,,,False,,,False,True,,False,False,False,,,,,,,,,,False,,,,False,True
1957,1957-015,,,,,,False,,,True,True,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-017,,,,,,False,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1957,1957-018,,,,,,True,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-022,,,,,,True,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-024,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1957,1957-025,,,,,,True,,,False,True,,True,False,True,,,,,,,,,,True,,,,True,False
1957,1957-026,,,,,,True,,,True,False,,True,True,True,,,,,,,,,,True,,,,True,True
1957,1957-032,,,,,,True,,,True,True,,True,False,True,,,,,,,,,,True,,,,True,False
1957,1957-034,,,,,,True,,,True,False,,True,True,True,,,,,,,,,,False,,,,True,True
1957,1957-035,,,,,,False,,,False,True,,False,False,True,,,,,,,,,,False,,,,True,False
1957,1957-036,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-037,,,,,,True,,,False,True,,True,False,True,,,,,,,,,,True,,,,False,False
1957,1957-038,,,,,,False,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1957,1957-043,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-047,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1957,1957-049,,,,,,True,,,True,True,,True,True,True,,,,,,,,,,True,,,,True,False
1957,1957-050,,,,,,True,,,False,False,,True,False,False,,,,,,,,,,False,,,,False,False
1957,1957-051,,,,,,True,,,False,False,,True,False,False,,,,,,,,,,False,,,,False,False
1957,1957-052,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1957,1957-053,,,,,,False,,,True,False,,True,False,True,,,,,,,,,,False,,,,False,False
1957,1957-054,,,,,,False,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1957,1957-056,,,,,,True,,,True,True,,True,True,True,,,,,,,,,,True,,,,True,False
1957,1957-057,,,,,,True,,,True,True,,True,True,True,,,,,,,,,,False,,,,True,True
1957,1957-058,,,,,,False,,,True,True,,False,True,False,,,,,,,,,,True,,,,True,False
1957,1957-060,,,,,,False,,,False,False,,False,False,False,,,,,,,,,,False,,,,False,True
1957,1957-062,,,,,,True,,,False,True,,False,False,True,,,,,,,,,,,,,,False,False
1957,1957-070,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-071,,,,,,True,,,True,False,,False,True,False,,,,,,,,,,False,,,,False,True
1957,1957-072,,,,,,True,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-073,,,,,,True,,,True,True,,True,True,False,,,,,,,,,,False,,,,True,True
1957,1957-074,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-075,,,,,,True,,,True,False,,True,True,False,,,,,,,,,,True,,,,True,True
1957,1957-076,,,,,,False,,,True,False,,True,True,False,,,,,,,,,,True,,,,True,True
1957,1957-079,,,,,,True,,,True,True,,True,True,False,,,,,,,,,,False,,,,True,True
1957,1957-081,,,,,,True,,,True,True,,False,False,True,,,,,,,,,,False,,,,True,True
1957,1957-082,,,,,,True,,,False,True,,False,False,True,,,,,,,,,,False,,,,False,False
1957,1957-084,,,,,,False,,,True,True,,True,True,True,,,,,,,,,,True,,,,True,True
1957,1957-085,,,,,,True,,,True,False,,True,True,False,,,,,,,,,,True,,,,True,True
1957,1957-087,,,,,,False,,,True,False,,True,True,False,,,,,,,,,,False,,,,True,True
1957,1957-090,,,,,,False,,,False,True,,False,False,True,,,,,,,,,,False,,,,True,True
1957,1957-091,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-092,,,,,,True,,,False,True,,True,False,True,,,,,,,,,,True,,,,True,False
1957,1957-093,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1957,1957-094,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1957,1957-095,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,,True
1957,1957-096,,,,,,False,,,False,True,,True,False,True,,,,,,,,,,False,,,,False,False
1957,1957-097,,,,,,False,,,True,False,,True,True,False,,,,,,,,,,True,,,,True,True
1957,1957-098,,,,,,True,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1957,1957-099,,,,,,False,,,True,False,,False,True,False,,,,,,,,,,False,,,,True,True
1957,1957-104,,,,,,True,,,True,False,,True,True,True,,,,,,,,,,True,,,,True,True
1957,1957-105,,,,,,False,,,True,False,,False,,False,,,,,,,,,,False,,,,False,True
1957,1957-106,,,,,,False,,,True,False,,False,,False,,,,,,,,,,False,,,,False,True
1957,1957-107,,,,,,False,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1957,1957-108,,,,,,False,,,True,True,,False,True,True,,,,,,,,,,False,,,,True,True
1957,1957-110,,,,,,True,,,True,False,,False,True,False,,,,,,,,,,True,,,,True,True
1957,1957-111,,,,,,True,,,True,False,,True,True,False,,,,,,,,,,False,,,,True,True
